Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Customer (#{lang}),Customer (int),Customer Anonymized (#{lang}),Customer Anonymized (int),Description (#{lang}),Description (int),Long description (#{lang}),Long description (int),Industry (#{lang}),Industry (int),Project type (#{lang}),Project type (int),Percent allocated,Project extent (individual hours),Project extent (hours),Project extent total (hours),Project extent,Project extent (currency),Project extent total,Project extent total (currency),Project area,Project area (unit),Highlighted
Anna Baker,int:Anna Baker,int:Principal Python Developer,anna.baker@mail.test,annabaker,ext_09e52329,09e52329,cv_09e52329,563-274-5499x045,+1-417-942-6841x45933,1993,Data Engineering,Slovenia,Norwegian,36abd4c4,9d2bbb1e,2026-03-27,2025-09-26,9,2012,6,2014,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Advisory,89,67,601,1337,Hours,NOK,168257,NOK,100,sqm,True
Anna Baker,int:Anna Baker,int:Principal Python Developer,anna.baker@mail.test,annabaker,ext_09e52329,09e52329,cv_09e52329,563-274-5499x045,+1-417-942-6841x45933,1993,Data Engineering,Slovenia,Norwegian,24a2f7de,68251a68,2024-08-16,2024-06-09,3,2022,12,2022,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,75,199,477,824,Hours,NOK,200603,EUR,1000,sqm,True
Anna Baker,int:Anna Baker,int:Principal Python Developer,anna.baker@mail.test,annabaker,ext_09e52329,09e52329,cv_09e52329,563-274-5499x045,+1-417-942-6841x45933,1993,Data Engineering,Slovenia,Norwegian,5248ac7b,70958ea7,2025-08-24,2025-11-15,5,2015,6,2015,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,66,197,394,1815,Budget,EUR,13368,NOK,1000,sqm,False
Anna Baker,int:Anna Baker,int:Principal Python Developer,anna.baker@mail.test,annabaker,ext_09e52329,09e52329,cv_09e52329,563-274-5499x045,+1-417-942-6841x45933,1993,Data Engineering,Slovenia,Norwegian,d53c5990,1b98fb35,2024-07-13,2024-04-17,4,2024,11,2025,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Implementation,94,130,763,1935,Hours,NOK,42773,NOK,1000,sqm,True
Brenda Hurst,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,4a8145a5,96e4df91,2024-12-01,2024-09-20,11,2013,6,2018,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Advisory,90,150,796,1999,Hours,NOK,111287,EUR,700,sqm,True
Brenda Hurst,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,973c1c97,71b8e8e8,2025-09-12,2024-05-03,3,2017,3,2018,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Advisory,38,137,185,270,Hours,SEK,168931,GBP,400,sqm,True
Brenda Hurst,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,12ff9f65,a35dc1b9,2024-12-25,2025-04-24,12,2012,4,2012,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Implementation,26,132,873,1196,Hours,NOK,138683,SEK,800,sqm,False
Brenda Hurst,int:Brenda Hurst,int:Senior MLOps Engineer,brenda.hurst@example.com,brendahurst,ext_e4415518,e4415518,cv_e4415518,(579)356-8783,478.751.9108x83982,1985,Data Engineering,United Kingdom,Polish,fcf1889e,0f5f3228,2025-08-31,2024-10-14,2,2017,6,2021,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,33,120,555,1873,Budget,GBP,26675,SEK,800,sqm,True
Reginald Robinson,int:Reginald Robinson,int:Associate Data Engineer,reginald.robinson@mail.test,reginaldrobinson,ext_29a45840,29a45840,cv_29a45840,971.239.7187x07286,+1-374-206-4039,1978,Data Engineering,Australia,Swedish,fe57e30e,7ad12313,2024-11-19,2025-03-25,4,2017,4,2019,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,31,81,933,1742,Hours,GBP,227700,NOK,100,sqm,False
Reginald Robinson,int:Reginald Robinson,int:Associate Data Engineer,reginald.robinson@mail.test,reginaldrobinson,ext_29a45840,29a45840,cv_29a45840,971.239.7187x07286,+1-374-206-4039,1978,Data Engineering,Australia,Swedish,e3da357e,d37cfe18,2026-03-29,2025-02-04,3,2018,6,2023,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,26,124,996,955,Hours,SEK,166572,SEK,600,sqm,True
Whitney Hicks,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,47707968,03fe6edb,2024-05-02,2025-07-02,4,2019,5,2023,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,47,136,572,1226,Budget,GBP,248736,GBP,800,sqm,False
Whitney Hicks,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,5f7cf657,498dc968,2024-10-18,2025-06-09,6,2025,2,2025,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,41,59,555,1421,Budget,NOK,158736,GBP,600,sqm,True
Whitney Hicks,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,3ca9e76f,ab335442,2025-01-03,2026-03-22,8,2023,7,2026,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Implementation,13,22,837,1484,Hours,GBP,43161,EUR,500,sqm,True
Whitney Hicks,int:Whitney Hicks,int:Associate .NET Engineer,whitney.hicks@mail.test,whitneyhicks,ext_1d2be751,1d2be751,cv_1d2be751,(851)980-1704x62265,(261)282-5128x6823,1979,Software Engineering,United Kingdom,Norwegian,2add6368,ebb90177,2024-05-12,2024-08-21,7,2015,8,2016,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Implementation,52,173,793,618,Hours,EUR,239823,SEK,100,sqm,False
Christopher Williams,int:Christopher Williams,int:Senior Data Scientist,christopher.williams@mail.test,christopherwilliams,ext_0d490173,0d490173,cv_0d490173,378-268-6337x5243,+1-269-803-3119x07903,1997,AI/ML,United Kingdom,Swedish,02f5dc29,cb5bdebf,2025-12-08,2025-09-23,12,2016,1,2020,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Implementation,52,84,500,324,Hours,GBP,216329,NOK,900,sqm,True
Christopher Williams,int:Christopher Williams,int:Senior Data Scientist,christopher.williams@mail.test,christopherwilliams,ext_0d490173,0d490173,cv_0d490173,378-268-6337x5243,+1-269-803-3119x07903,1997,AI/ML,United Kingdom,Swedish,2c42480a,a898a787,2024-08-21,2024-06-18,12,2015,9,2019,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,61,108,621,796,Budget,SEK,228533,GBP,400,sqm,True
Christopher Williams,int:Christopher Williams,int:Senior Data Scientist,christopher.williams@mail.test,christopherwilliams,ext_0d490173,0d490173,cv_0d490173,378-268-6337x5243,+1-269-803-3119x07903,1997,AI/ML,United Kingdom,Swedish,0ada5ac8,2106cc74,2024-12-01,2025-05-21,11,2016,4,2020,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Advisory,46,124,212,1097,Hours,GBP,19461,NOK,1000,sqm,True
Daniel Burton,int:Daniel Burton,int:Associate .NET Engineer,daniel.burton@example.com,danielburton,ext_5ac8e5a9,5ac8e5a9,cv_5ac8e5a9,738.530.2843x959,928-236-4408x9268,1989,Software Engineering,Australia,Danish,b3b021e7,4ec161e6,2024-07-22,2024-10-11,2,2019,7,2024,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Advisory,24,31,682,1269,Hours,EUR,124960,GBP,1000,sqm,True
Laura Henderson,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,22bb0417,710f4806,2024-12-02,2026-02-20,7,2015,2,2016,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,51,122,822,407,Hours,SEK,105615,SEK,400,sqm,True
Laura Henderson,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,1fe94465,c2d490dc,2024-05-28,2025-11-09,7,2016,7,2017,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Advisory,80,134,719,1879,Budget,NOK,223591,SEK,100,sqm,True
Laura Henderson,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,687192af,6864a7b1,2025-10-24,2024-12-16,6,2024,4,2026,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,50,42,995,1160,Hours,GBP,121796,NOK,400,sqm,True
Laura Henderson,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,ec51dc1a,f8e3199b,2026-03-27,2024-10-02,8,2024,4,2026,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,24,40,999,1656,Hours,SEK,93634,SEK,800,sqm,False
Laura Henderson,int:Laura Henderson,int:Director of Design,laura.henderson@example.com,laurahenderson,ext_15d19bbd,15d19bbd,cv_15d19bbd,(568)556-6246x287,527-708-6688x2634,1983,Director of Design,United Kingdom,Norwegian,9fd8821b,c479fd66,2026-03-26,2025-01-05,10,2015,1,2015,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Implementation,96,23,457,1613,Hours,EUR,133116,NOK,1000,sqm,False
Wendy Rice,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,f209ab66,7a933884,2025-12-14,2025-03-14,11,2021,8,2025,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Implementation,46,78,116,135,Hours,SEK,52330,GBP,300,sqm,False
Wendy Rice,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,3b258361,d8457021,2024-07-03,2025-09-10,4,2022,8,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,71,181,349,962,Budget,NOK,97706,EUR,1000,sqm,True
Wendy Rice,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,187577f4,044c526c,2024-04-15,2025-12-26,1,2013,12,2015,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,95,76,964,1059,Hours,EUR,236365,SEK,400,sqm,False
Wendy Rice,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,7b9a698b,2bc22e39,2025-09-04,2025-04-02,9,2016,12,2020,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,41,191,617,1992,Hours,EUR,233625,GBP,400,sqm,True
Wendy Rice,int:Wendy Rice,int:Principal Databricks Engineer,wendy.rice@mail.test,wendyrice,ext_06bbb81d,06bbb81d,cv_06bbb81d,685.746.7854,277.617.5355x60932,1991,Data Engineering,United Kingdom,Swedish,4c0cab91,630ca6fe,2024-04-24,2025-11-12,2,2012,8,2013,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,73,181,231,694,Budget,NOK,222557,NOK,300,sqm,True
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,a3c30b68,a5c89a8f,2025-05-27,2024-05-21,1,2018,2,2023,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,24,112,767,515,Budget,SEK,71465,GBP,700,sqm,True
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,9c54edb4,1ce65380,2026-03-21,2026-01-02,12,2018,4,2022,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,78,21,277,1178,Budget,GBP,193243,GBP,200,sqm,False
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,f0d283f0,a4cb6566,2024-05-04,2026-02-11,3,2020,10,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,31,146,758,150,Budget,SEK,45941,EUR,900,sqm,True
Tasha Valencia,int:Tasha Valencia,int:Associate Solution Architect,tasha.valencia@example.org,tashavalencia,ext_8d470adf,8d470adf,cv_8d470adf,+1-899-564-2353,485.247.7725x2287,2000,Architecture,Ireland,Swedish,b74fe578,178c4f1a,2024-04-19,2025-07-15,5,2017,8,2021,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,88,120,609,515,Hours,GBP,46571,NOK,900,sqm,True
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,Polish,8ae5d7bd,ca2f5223,2024-07-22,2025-08-08,11,2016,7,2017,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Advisory,71,111,990,1938,Budget,SEK,117260,SEK,700,sqm,False
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,Polish,0bf988d0,a41782b8,2025-02-21,2024-06-17,12,2012,11,2012,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Implementation,67,174,506,275,Hours,GBP,54304,SEK,900,sqm,True
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,Polish,7ef85a06,06324820,2025-07-30,2025-05-13,10,2019,10,2021,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,58,85,125,1224,Budget,GBP,204524,NOK,600,sqm,True
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,Polish,5176e9fb,e58c9bea,2025-01-07,2025-12-13,5,2013,2,2018,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,20,175,216,1823,Hours,EUR,20322,NOK,600,sqm,True
Alexander Le,int:Alexander Le,int:Principal C# Developer,alexander.le@mail.test,alexanderle,ext_070d4863,070d4863,cv_070d4863,701.200.6231x20387,+1-697-670-0886x008,1976,Software Engineering,India,Polish,a3d713cf,1a243f01,2025-07-09,2025-07-01,10,2012,3,2017,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,85,60,118,352,Budget,SEK,99101,NOK,200,sqm,False
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,87225219,79b652d7,2025-10-10,2024-08-26,8,2022,5,2022,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,91,153,116,887,Budget,NOK,13575,EUR,400,sqm,True
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,38519f11,d0157712,2024-06-06,2024-04-06,3,2014,7,2016,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Implementation,92,80,412,900,Hours,EUR,187809,EUR,500,sqm,True
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,f80852ab,157a33ea,2025-09-02,2025-03-29,9,2023,8,2026,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Advisory,55,141,303,1464,Hours,SEK,216189,GBP,900,sqm,True
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,6a225498,32a9b728,2025-01-19,2024-06-27,11,2022,9,2024,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,70,103,637,1064,Budget,GBP,73885,SEK,700,sqm,True
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,659f3f24,79f58466,2025-01-18,2024-07-31,5,2022,4,2024,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Implementation,86,54,644,651,Hours,EUR,53302,NOK,100,sqm,False
Erin Herrera,int:Erin Herrera,int:Associate Python Developer,erin.herrera@mail.test,erinherrera,ext_27a1bf45,27a1bf45,cv_27a1bf45,5866211823,(246)315-6793x341,1995,Data Engineering,Slovenia,Swedish,649dd1d7,b3109527,2025-09-15,2024-08-31,3,2015,10,2017,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Implementation,81,17,164,963,Budget,GBP,156563,GBP,200,sqm,False
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,British,581b2843,91b6975a,2026-03-30,2025-05-31,12,2014,11,2019,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Advisory,86,77,890,1500,Budget,SEK,206764,EUR,1000,sqm,False
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,British,3df0af8b,0aac4a17,2025-12-22,2025-12-10,12,2015,12,2015,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,29,151,544,1821,Hours,SEK,221320,GBP,200,sqm,True
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,British,4956fd50,a077ce31,2024-10-09,2025-09-18,8,2020,4,2022,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,22,30,588,1463,Hours,GBP,227264,GBP,600,sqm,True
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,British,4eef10a0,f3126953,2025-01-31,2025-11-16,12,2023,1,2026,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Implementation,27,32,783,750,Hours,GBP,120933,SEK,700,sqm,False
Daniel Graham,int:Daniel Graham,int:Associate Azure Engineer,daniel.graham@example.com,danielgraham,ext_1662eb15,1662eb15,cv_1662eb15,703-892-6142x93968,001-821-785-0163x15999,1969,Cloud Engineering,United Kingdom,British,91b1532e,2518c5f6,2024-10-24,2025-07-14,7,2013,1,2014,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Advisory,40,15,909,1828,Budget,GBP,29334,EUR,800,sqm,True
