Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Employer,Description,Long Description
Pamela Sanchez,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,aec1e21a,94253ebc,2024-01-08,2025-05-29,6,2016,4,2020,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Pamela Sanchez,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,73d33ce5,b3ab34b2,2025-03-07,2025-03-28,8,2020,9,2024,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Pamela Sanchez,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,2cac9e94,4b11557c,2023-06-12,2023-04-26,8,2013,6,2016,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,94defe49,9c4bfab6,2026-02-02,2023-07-20,11,2023,6,2025,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Silva,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,1af176d0,708cfc5a,2024-04-09,2025-01-20,1,2015,1,2019,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Silva,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,f8dfacf9,e22d5742,2025-01-05,2024-09-03,8,2010,1,2012,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,818e1e0f,581a4918,2025-08-19,2024-09-02,2,2022,10,2024,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,4c5e7bd7,42ecff8a,2025-04-23,2026-01-27,8,2012,1,2016,False,ConsultCo,"Worked on data platforms, software delivery and BI.",
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,75bf3097,d6339bcd,2023-11-11,2025-05-16,4,2022,7,2025,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,f6f6b6dc,4c43e1d3,2025-10-27,2023-12-22,1,2011,8,2012,False,Energia,"Worked on data platforms, software delivery and BI.",
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,9b9db37c,fcaee63b,2023-04-05,2023-08-13,6,2020,7,2020,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,69d0c32f,0860b3a6,2026-01-09,2025-11-12,1,2016,10,2020,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,f87a17c2,3c52caa5,2023-06-07,2024-09-12,6,2020,5,2023,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Foster,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,b3ad0372,3a0b5a21,2024-12-19,2024-12-02,6,2023,7,2024,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Foster,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,44c4c596,ee8d57c3,2023-12-26,2025-09-23,4,2013,6,2014,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Evans,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,3f92fdd3,362c17cc,2024-02-27,2024-02-19,7,2012,5,2017,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Evans,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,e984432d,e9651241,2025-10-18,2025-12-06,3,2024,3,2024,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Emily Evans,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,58fe7767,5258fa83,2023-10-20,2025-12-18,7,2017,3,2021,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,d1879f44,9044aa64,2023-05-21,2023-10-04,3,2017,8,2021,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,e8a0a79a,7c74eae0,2025-03-30,2025-01-29,7,2018,6,2023,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,05a04204,b9b1915b,2023-09-15,2023-09-18,3,2010,8,2013,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,61efdf04,55e54cde,2024-06-27,2024-01-31,3,2018,10,2018,True,Energia,"Worked on data platforms, software delivery and BI.",
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,5de927d8,126b0ab3,2025-12-11,2025-07-16,10,2015,6,2018,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,d652ecff,e5ee54d0,2025-11-14,2023-09-25,11,2016,10,2021,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,e14bf64a,71b4a5a7,2023-07-16,2025-09-22,10,2014,5,2017,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,60462fc8,4da3d594,2024-02-24,2025-07-13,11,2017,9,2018,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,27da3f94,0c32ad9f,2025-01-05,2023-12-15,7,2015,6,2018,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,d8a82a73,7b31aa86,2024-10-10,2025-10-29,10,2013,3,2015,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,6d2a4202,ee207cf9,2023-05-02,2025-10-08,7,2021,7,2022,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,7268e5e2,f496f9ed,2023-12-24,2024-08-01,6,2024,8,2025,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,8cd8c56b,f769896d,2024-11-14,2024-03-12,8,2010,10,2013,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,73fc5341,e8b6a840,2025-01-04,2023-11-10,1,2020,6,2022,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,f0b850bc,334aafcb,2025-11-06,2023-10-29,7,2023,2,2023,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,1b1ae991,62aa4d1f,2024-07-11,2025-08-09,5,2014,10,2019,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,50214cd6,63e075c6,2025-06-29,2023-11-16,4,2014,8,2018,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,a4821a97,0288ec3c,2023-07-19,2024-06-10,3,2020,3,2024,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,a9da55cb,1a27fff7,2024-01-18,2025-11-24,12,2023,3,2024,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,13bf4376,09c74c21,2023-10-06,2024-01-10,1,2016,12,2020,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,f28ef17f,3f5efc2b,2025-05-16,2024-07-17,3,2024,11,2025,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,59628f10,4f46ba0a,2024-07-17,2023-06-13,4,2016,1,2019,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,8c95e9e3,a3cef317,2025-03-12,2024-12-05,5,2012,3,2012,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,0abea9b8,00a0b50e,2025-06-01,2025-09-08,6,2021,1,2024,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,76abf499,e0a0f4e1,2025-04-01,2024-10-14,4,2011,3,2012,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,4d3cb25c,61afbcd6,2024-11-13,2023-07-29,4,2018,8,2019,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,0e2d3336,5cbfda00,2024-04-16,2025-07-05,10,2021,9,2022,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,f62cc095,f20ba1c7,2025-10-05,2025-10-18,12,2023,3,2024,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,e139f88a,53c00d64,2024-11-02,2025-05-25,2,2010,6,2014,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,597d84ad,f09a4d99,2023-11-05,2023-05-17,2,2010,10,2010,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,fdd93c40,2b39acb0,2025-10-04,2023-11-28,6,2013,7,2016,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,de2e244c,7219ab55,2024-04-20,2024-11-02,11,2013,8,2018,False,HealthCorp,"Worked on data platforms, software delivery and BI.",
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,9d0db92c,b56f208e,2024-03-02,2025-07-02,5,2011,1,2016,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,5a871506,345a24d2,2025-04-13,2023-11-03,1,2013,10,2015,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,d9c96a9c,98ab20bf,2025-12-28,2023-09-14,7,2023,9,2023,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,9d0b5529,7d62a543,2025-08-06,2023-04-25,3,2022,8,2023,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_60641af3,60641af3,cv_60641af3,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,2529e6e8,19aef06b,2026-03-18,2023-10-10,6,2012,12,2015,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,dc7db2e7,4e5fa294,2023-12-31,2026-03-24,10,2014,8,2015,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,9ace71f7,93f9b0d3,2024-01-03,2025-02-08,8,2020,4,2020,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_a2349b67,a2349b67,cv_a2349b67,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,34558191,f9134aca,2025-03-09,2026-02-08,6,2011,11,2013,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,ba270f67,ea11ac59,2024-02-16,2023-08-31,8,2011,11,2011,True,ConsultCo,"Worked on data platforms, software delivery and BI.",
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,e6caea5e,12094bd6,2024-12-20,2023-09-21,1,2020,5,2022,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,e1b00fe1,9aee5134,2024-12-05,2025-07-24,12,2019,7,2019,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_82750495,82750495,cv_82750495,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,c0d531da,8edabc4c,2024-05-21,2023-07-18,5,2013,3,2017,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_82750495,82750495,cv_82750495,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,562815a9,9e24f98c,2025-04-04,2024-08-23,11,2013,12,2017,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,036bc71b,6dc2d2da,2023-12-20,2025-05-04,6,2013,5,2015,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,3133fdd8,c7e2df2b,2026-03-11,2025-09-29,6,2024,5,2025,False,Energia,"Worked on data platforms, software delivery and BI.",
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,a3366678,e94c8c9d,2025-12-26,2025-06-01,1,2014,4,2016,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,a9c2da92,7cffbc61,2025-08-21,2024-07-05,5,2015,3,2019,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,5e4a09ae,c90a241f,2025-03-07,2025-07-01,5,2021,4,2025,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,986ab4c2,d1c9ef97,2024-06-02,2025-05-22,12,2010,7,2010,True,Energia,"Worked on data platforms, software delivery and BI.",
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,ca9e9142,8c2b28c7,2024-08-29,2025-04-28,4,2013,1,2014,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,56446208,f823de60,2025-08-18,2023-06-23,2,2014,8,2018,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
