Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Name,Organiser,Long description,Highlighted,Is official masterdata (in #{lang}),Attachments
SQL Advanced,int:Yvette Huff,int:Associate .NET Engineer,yvette.huff@mail.test,yvettehuff,ext_7f78a4fd,7f78a4fd,cv_7f78a4fd,774.689.6910,517-215-4544x4328,2001,Software Engineering,United Kingdom,Norwegian,0e55bfc2,04ef99fb,2025-12-28,2025-08-23,5,2024,SQL Advanced,Microsoft,,False,int:Yes,certificate.pdf
SQL Advanced,int:Yvette Huff,int:Associate .NET Engineer,yvette.huff@mail.test,yvettehuff,ext_7f78a4fd,7f78a4fd,cv_7f78a4fd,774.689.6910,517-215-4544x4328,2001,Software Engineering,United Kingdom,Norwegian,df40f7b5,bc98df10,2026-02-04,2024-08-07,12,2019,SQL Advanced,Udemy,,False,int:No,certificate.pdf
Power BI,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,14049ef4,c9166206,2025-08-15,2024-10-16,6,2024,Power BI,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,12585851,afc93a3a,2025-09-19,2024-05-08,7,2020,SQL Advanced,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,7f9004aa,16675ef8,2024-11-30,2026-02-26,11,2023,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,fc3a8b2f,80e791cc,2025-08-27,2025-01-21,9,2021,Databricks Lakehouse,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,a83e8220,c63e731a,2024-12-31,2025-04-10,6,2023,Azure Fundamentals,Microsoft,,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,0c0b4ce6,b1232675,2025-05-21,2025-09-28,9,2025,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,8ecab220,43060d30,2025-11-20,2024-07-08,6,2023,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,d1842845,409d3cb0,2026-01-26,2024-05-21,5,2018,Power BI,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,5c29499f,d6233b31,2025-07-15,2025-04-30,3,2023,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,25354ff3,0c5efa24,2026-03-01,2024-10-17,3,2021,Databricks Lakehouse,Databricks,,True,int:No,certificate.pdf
Azure Fundamentals,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,9f9fe7e1,c41a6574,2025-12-15,2026-02-14,6,2018,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,c3fe0dba,e9620a7d,2026-01-30,2024-08-29,11,2018,Power BI,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,6e475021,30eb5a51,2025-11-11,2025-06-05,9,2021,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,6750ad94,aa6a5745,2026-03-03,2024-05-04,12,2025,Azure Fundamentals,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,46a830a8,677d2b03,2024-06-13,2024-09-10,12,2025,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Nicholas Galloway,int:Principal Kubernetes Engineer,nicholas.galloway@example.com,nicholasgalloway,ext_dc704b99,dc704b99,cv_dc704b99,878-298-5625x7532,732.230.9821,1993,Cloud Engineering,India,Norwegian,15a9efd4,87189e4b,2025-11-04,2025-12-04,1,2025,AWS Solutions Architect,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Spencer Henderson,int:Consultant Python Developer,spencer.henderson@example.org,spencerhenderson,ext_cc9823f8,cc9823f8,cv_cc9823f8,(518)791-4117x39348,001-264-320-8737x530,1968,Data Engineering,Slovenia,Polish,762798b2,8de891c1,2025-02-25,2025-06-10,12,2022,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Spencer Henderson,int:Consultant Python Developer,spencer.henderson@example.org,spencerhenderson,ext_cc9823f8,cc9823f8,cv_cc9823f8,(518)791-4117x39348,001-264-320-8737x530,1968,Data Engineering,Slovenia,Polish,ac93063b,7c2e487f,2024-05-11,2025-03-25,7,2021,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Spencer Henderson,int:Consultant Python Developer,spencer.henderson@example.org,spencerhenderson,ext_cc9823f8,cc9823f8,cv_cc9823f8,(518)791-4117x39348,001-264-320-8737x530,1968,Data Engineering,Slovenia,Polish,9d82a47a,13673c7a,2024-07-16,2025-10-01,6,2022,Power BI,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Susan Cowan,int:Senior AWS Engineer,susan.cowan@mail.test,susancowan,ext_9adae2f5,9adae2f5,cv_9adae2f5,597-921-8114,247-201-2045x5611,1995,Cloud Engineering,United Kingdom,Swedish,ed56c263,a4d3ee3f,2025-12-02,2025-09-05,5,2021,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Susan Cowan,int:Senior AWS Engineer,susan.cowan@mail.test,susancowan,ext_9adae2f5,9adae2f5,cv_9adae2f5,597-921-8114,247-201-2045x5611,1995,Cloud Engineering,United Kingdom,Swedish,450e83cc,2ee2ce9b,2025-08-22,2025-08-05,9,2020,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Angela Higgins,int:Senior Data Engineer,angela.higgins@example.com,angelahiggins,ext_d9fab200,d9fab200,cv_d9fab200,(725)457-9415,366-474-6762,1974,Data Engineering,India,Norwegian,735a3d6f,d35d657c,2025-06-03,2026-02-28,7,2025,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Angela Higgins,int:Senior Data Engineer,angela.higgins@example.com,angelahiggins,ext_d9fab200,d9fab200,cv_d9fab200,(725)457-9415,366-474-6762,1974,Data Engineering,India,Norwegian,10e1485a,6a5f4e4b,2025-12-20,2024-11-20,10,2025,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Eric Phillips,int:Associate AI Engineer,eric.phillips@example.com,ericphillips,ext_d6365856,d6365856,cv_d6365856,001-702-216-9797x296,+1-527-771-6701x45089,1994,AI/ML,USA,Swedish,732c4427,2a9d4feb,2024-04-20,2025-12-16,8,2025,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,1a6d9f76,939226dc,2025-01-23,2026-01-09,11,2021,Azure Fundamentals,Udemy,,True,int:No,certificate.pdf
Databricks Lakehouse,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,e9d249da,97daeeb6,2025-03-03,2025-10-09,3,2021,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,896075a0,b272b9e6,2024-12-03,2025-08-12,4,2018,AWS Solutions Architect,Internal,,False,int:No,certificate.pdf
AWS Solutions Architect,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,5d1d2673,07d83ee3,2024-10-14,2026-01-25,7,2025,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:Yes,
Power BI,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,4e2cf161,c74f21b0,2025-02-11,2024-05-24,9,2020,Power BI,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,c95cea98,270f2d75,2024-12-27,2026-01-19,2,2020,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,0db59b3a,1da4b66c,2024-12-20,2025-08-22,7,2020,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,549003c5,374efbb5,2025-12-30,2024-12-31,9,2024,Databricks Lakehouse,Coursera,,False,int:No,certificate.pdf
Databricks Lakehouse,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,6c2b216f,e12132f4,2025-11-25,2025-03-13,7,2019,Databricks Lakehouse,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,18106751,e1d1d001,2024-11-24,2025-12-21,10,2025,Power BI,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_b4447e23,b4447e23,cv_b4447e23,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,948dbd6f,aeae2554,2024-08-01,2024-11-01,11,2023,Azure Fundamentals,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,4b0f84fb,6e11da67,2025-12-04,2025-05-15,5,2020,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,ea53fa4d,ac9d3131,2025-11-16,2024-10-10,10,2019,Azure Fundamentals,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,633183a4,b751bb72,2024-11-17,2025-01-20,9,2021,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,ecf0130d,3fb47566,2024-12-29,2025-01-05,7,2024,Azure Fundamentals,Microsoft,,True,int:Yes,certificate.pdf
SQL Advanced,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,27fc9303,be5b487b,2025-08-01,2025-06-18,11,2022,SQL Advanced,Internal,,False,int:Yes,certificate.pdf
Power BI,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,5d0c24ea,3ec88380,2024-10-09,2024-04-03,5,2025,Power BI,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,591b6a5d,3f60ec55,2026-01-12,2024-04-08,2,2021,SQL Advanced,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_6963f486,6963f486,cv_6963f486,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,b3c6ac9a,ff87514f,2025-09-08,2025-04-05,6,2019,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_6963f486,6963f486,cv_6963f486,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,7224515b,1df17d9b,2024-09-13,2026-01-20,1,2024,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,254903f3,b04eba0d,2025-01-18,2025-10-10,4,2020,Azure Fundamentals,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,175d6432,32ab3473,2026-03-24,2025-10-23,3,2024,AWS Solutions Architect,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,4c51e404,b30ea01d,2024-12-27,2025-04-25,7,2021,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,13a93ab1,40a68037,2024-12-07,2024-06-19,4,2018,SQL Advanced,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,f1604f36,626b52f3,2025-05-26,2025-12-16,7,2025,Power BI,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,77218530,03f3e4e1,2024-04-15,2025-06-28,11,2025,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,2fa4e886,5aa9ffde,2024-08-20,2025-03-14,5,2022,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,324c214f,ea9dfe6d,2025-06-18,2025-09-15,5,2018,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,cee55297,5b308542,2026-02-11,2024-06-17,7,2018,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,9d14ccb7,db7756d0,2025-01-28,2025-03-15,10,2020,Azure Fundamentals,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,29a651b2,408bd2dc,2025-05-29,2024-10-15,11,2019,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,af8c4e99,fa0e835a,2024-05-31,2025-12-05,7,2020,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,92b3585e,2b4df462,2025-10-08,2024-10-30,2,2020,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,ebe751cc,916dd3e0,2024-09-02,2025-06-04,2,2024,SQL Advanced,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,49474afd,c272816d,2025-11-11,2024-04-03,9,2024,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,4420065b,27b1eafc,2024-08-11,2025-08-23,8,2018,SQL Advanced,AWS,,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,856ff699,9e45ac99,2025-08-12,2025-04-25,11,2023,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,1024fa96,2d57a204,2024-04-20,2025-10-03,7,2024,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,2e9e5135,d14a7b5b,2024-04-08,2025-10-30,1,2018,Databricks Lakehouse,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,3772fc5e,06d4186a,2026-03-05,2026-01-01,2,2020,Power BI,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,49835d8a,99bc9025,2024-12-15,2024-04-26,5,2020,AWS Solutions Architect,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,627b7205,a5e5d1a8,2024-10-17,2024-10-02,6,2020,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,055a7512,0d1616ff,2025-10-26,2025-03-10,5,2023,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,2f09867e,9a9bece3,2025-12-28,2025-09-09,7,2022,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,6f53966e,c3727d2e,2025-08-12,2025-02-02,5,2024,AWS Solutions Architect,AWS,,False,int:No,certificate.pdf
AWS Solutions Architect,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,e833f880,f1bb6c14,2025-05-01,2025-09-27,6,2025,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,8cf828a3,8be35433,2025-06-17,2025-09-18,9,2022,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:Yes,
Azure Fundamentals,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,51e5b540,6e210776,2025-10-03,2024-07-13,10,2024,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
