Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Year from,Year to,Highlighted,Name,Description
Associate Data Platform Engineer,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,5826c6a4,fdc3ff29,2025-07-05,2025-05-15,2016,2017,True,Associate Data Platform Engineer,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,476bbe98,abb5c7f5,2024-11-03,2024-07-13,2017,2018,True,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,87bc1ba1,70562a63,2024-05-25,2024-05-19,2018,2019,True,Senior Data Platform Engineer,Progression based on delivery impact.
Associate C# Developer,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,53873ef7,70b5a872,2026-03-25,2025-10-11,2019,2020,False,Associate C# Developer,Progression based on delivery impact.
Consultant C# Developer,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,1f0d54bc,a317b6cf,2025-07-07,2024-10-08,2020,2021,False,Consultant C# Developer,Progression based on delivery impact.
Senior C# Developer,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,7232fb5e,8ca5d56d,2026-01-15,2026-01-27,2021,2022,False,Senior C# Developer,Progression based on delivery impact.
Senior Data Architect,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_b4447e23,b4447e23,cv_b4447e23,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,4969e144,89001be3,2024-04-17,2025-02-23,2020,2021,False,Senior Data Architect,Progression based on delivery impact.
Principal Data Architect,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_b4447e23,b4447e23,cv_b4447e23,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,c66dd174,4adc99da,2025-05-24,2025-09-08,2021,2022,True,Principal Data Architect,Progression based on delivery impact.
Lead Data Architect,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_b4447e23,b4447e23,cv_b4447e23,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,d7e00225,24f83bc7,2025-07-05,2024-04-16,2022,2023,True,Lead Data Architect,Progression based on delivery impact.
Associate AI Engineer,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,2c5bf655,580c3ea9,2025-01-09,2025-05-24,2019,2020,True,Associate AI Engineer,Progression based on delivery impact.
Consultant AI Engineer,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,200b9924,cb651616,2025-08-28,2025-06-26,2020,2021,True,Consultant AI Engineer,Progression based on delivery impact.
Senior AI Engineer,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,33349bde,a8ded1bc,2024-11-11,2025-10-09,2021,2022,True,Senior AI Engineer,Progression based on delivery impact.
Associate Python Developer,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,2cc5458b,0e50fa0f,2025-01-29,2026-01-26,2017,2018,True,Associate Python Developer,Progression based on delivery impact.
Consultant Python Developer,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,8cd2e157,af4d9216,2024-11-01,2025-07-01,2018,2019,False,Consultant Python Developer,Progression based on delivery impact.
Associate Cloud Architect,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,14d6523e,da97daab,2024-08-02,2024-04-30,2020,2021,True,Associate Cloud Architect,
Consultant Cloud Architect,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,30a3419d,f625683b,2024-05-20,2024-11-21,2021,2022,False,Consultant Cloud Architect,Progression based on delivery impact.
Associate Scrum Master,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_6963f486,6963f486,cv_6963f486,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,e4cb9ff2,724664dc,2025-10-08,2025-07-06,2017,2018,True,Associate Scrum Master,Progression based on delivery impact.
Consultant Scrum Master,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_6963f486,6963f486,cv_6963f486,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,0a0450dd,507abb54,2025-10-07,2024-04-15,2018,2019,True,Consultant Scrum Master,Progression based on delivery impact.
Associate AI Engineer,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,530aaf96,65d05f96,2024-09-24,2025-02-20,2021,2022,True,Associate AI Engineer,Progression based on delivery impact.
Consultant AI Engineer,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,3d4168a7,1e1fa049,2024-07-12,2024-12-11,2022,2023,False,Consultant AI Engineer,Progression based on delivery impact.
Senior AI Engineer,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,967c98a1,6ed1fc24,2025-06-24,2024-12-30,2023,2024,False,Senior AI Engineer,Progression based on delivery impact.
Associate MLOps Engineer,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,cbd2a5eb,ad9ca988,2024-10-19,2025-03-28,2017,2018,True,Associate MLOps Engineer,Progression based on delivery impact.
Consultant MLOps Engineer,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,3b48458b,a9045c85,2025-01-19,2026-03-25,2018,2019,False,Consultant MLOps Engineer,Progression based on delivery impact.
Senior MLOps Engineer,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,b6393043,09791181,2025-08-02,2024-09-07,2019,2020,True,Senior MLOps Engineer,Progression based on delivery impact.
Consultant Data Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,4a8b9daf,83e2bf0b,2025-08-27,2025-09-29,2018,2019,True,Consultant Data Architect,Progression based on delivery impact.
Senior Data Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,f89891b5,6feeda74,2024-05-02,2024-12-29,2019,2020,False,Senior Data Architect,Progression based on delivery impact.
Principal Data Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,9ff0fd8e,4db01a26,2025-02-14,2026-03-25,2020,2021,False,Principal Data Architect,Progression based on delivery impact.
Associate MLOps Engineer,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,c6571857,38e7b902,2025-01-16,2025-07-12,2020,2021,False,Associate MLOps Engineer,Progression based on delivery impact.
Consultant MLOps Engineer,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,22b1075c,b3540f2a,2025-09-13,2025-09-12,2021,2022,False,Consultant MLOps Engineer,Progression based on delivery impact.
Associate Cloud Architect,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,3920bcbc,18b04b81,2025-12-26,2025-08-18,2020,2021,False,Associate Cloud Architect,
Consultant Cloud Architect,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,b57f3818,758c7071,2024-08-18,2025-07-04,2021,2022,True,Consultant Cloud Architect,Progression based on delivery impact.
Associate Frontend Engineer,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,cc063b94,192399ca,2026-03-04,2025-10-24,2019,2020,False,Associate Frontend Engineer,Progression based on delivery impact.
Consultant Frontend Engineer,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,407f0e5a,973bf540,2024-06-04,2025-04-18,2020,2021,False,Consultant Frontend Engineer,Progression based on delivery impact.
Senior Frontend Engineer,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,e1ce8338,ab0e230c,2024-07-13,2025-12-26,2021,2022,False,Senior Frontend Engineer,Progression based on delivery impact.
Consultant .NET Engineer,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,3e13e902,b4d0f49f,2024-06-17,2024-07-20,2016,2017,False,Consultant .NET Engineer,
Senior .NET Engineer,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,b66e6d70,66066e86,2024-06-18,2026-02-06,2017,2018,False,Senior .NET Engineer,Progression based on delivery impact.
Principal .NET Engineer,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,ef4aca9f,b19644b0,2025-07-23,2024-10-19,2018,2019,False,Principal .NET Engineer,Progression based on delivery impact.
Associate Data Engineer,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,bf85f07a,16db9878,2025-04-09,2025-06-06,2019,2020,True,Associate Data Engineer,Progression based on delivery impact.
Consultant Data Engineer,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,b6abed93,f220e2f5,2025-03-05,2025-12-09,2020,2021,True,Consultant Data Engineer,Progression based on delivery impact.
Senior Data Engineer,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,1018f978,56c1b17a,2025-03-19,2025-08-19,2021,2022,True,Senior Data Engineer,Progression based on delivery impact.
Associate Data Platform Engineer,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,29b8db29,9406ca3b,2025-05-19,2025-09-05,2019,2020,False,Associate Data Platform Engineer,
Consultant Data Platform Engineer,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,1737a29b,bb4425a9,2025-05-05,2024-11-01,2020,2021,False,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,394d18ff,4ec9a5ea,2025-01-24,2025-05-23,2021,2022,False,Senior Data Platform Engineer,Progression based on delivery impact.
Associate Analytics Engineer,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,a4d7d5b6,fc8a4f74,2026-01-10,2024-11-22,2019,2020,True,Associate Analytics Engineer,Progression based on delivery impact.
Consultant Analytics Engineer,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,8363ce3c,5c22bf95,2025-01-08,2024-10-05,2020,2021,False,Consultant Analytics Engineer,Progression based on delivery impact.
Senior Analytics Engineer,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,773b9614,11d1e371,2025-02-09,2024-12-24,2021,2022,True,Senior Analytics Engineer,Progression based on delivery impact.
Associate AI Engineer,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,4f49093c,0ebe7752,2025-08-12,2024-07-12,2016,2017,True,Associate AI Engineer,
Consultant AI Engineer,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,0162a29c,2024056a,2024-04-04,2025-01-20,2017,2018,True,Consultant AI Engineer,Progression based on delivery impact.
Senior AI Engineer,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,f45406b4,b64918c6,2024-12-22,2025-07-11,2018,2019,False,Senior AI Engineer,Progression based on delivery impact.
Associate Cloud Architect,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,0b2485af,bd0af51c,2024-11-30,2025-06-07,2018,2019,True,Associate Cloud Architect,Progression based on delivery impact.
Consultant Cloud Architect,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,efa1f5bc,c7b7221e,2024-04-11,2026-03-11,2019,2020,True,Consultant Cloud Architect,Progression based on delivery impact.
Consultant Oracle Engineer,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,7cdb484f,847b61ed,2025-03-06,2026-01-07,2020,2021,True,Consultant Oracle Engineer,Progression based on delivery impact.
Senior Oracle Engineer,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,f202330c,d17f7f43,2024-10-12,2025-08-03,2021,2022,True,Senior Oracle Engineer,Progression based on delivery impact.
Principal Oracle Engineer,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,1b9dd5c8,188e0b8c,2025-05-06,2025-01-07,2022,2023,True,Principal Oracle Engineer,Progression based on delivery impact.
Associate Python Developer,int:Mike Moore,int:Associate Python Developer,mike.moore@mail.test,mikemoore,ext_5da5dfaf,5da5dfaf,cv_5da5dfaf,+1-484-325-7991x366,9382862912,1989,Data Engineering,USA,Danish,fb1fcc86,22aa0cea,2026-02-01,2025-09-21,2017,2018,True,Associate Python Developer,Progression based on delivery impact.
Consultant MLOps Engineer,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,63455ac1,16896766,2025-03-23,2024-11-20,2017,2018,False,Consultant MLOps Engineer,
Senior MLOps Engineer,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,f3e89fb9,416cf769,2026-03-17,2025-11-07,2018,2019,False,Senior MLOps Engineer,Progression based on delivery impact.
Principal MLOps Engineer,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,4b09e86e,54fff207,2024-09-20,2024-06-23,2019,2020,True,Principal MLOps Engineer,
Consultant Solution Architect,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,91a6f906,2bd957ed,2024-06-03,2026-01-06,2021,2022,True,Consultant Solution Architect,Progression based on delivery impact.
Senior Solution Architect,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,036e328c,bb41eec6,2024-09-07,2026-02-21,2022,2023,False,Senior Solution Architect,Progression based on delivery impact.
Principal Solution Architect,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,fa4d4139,77325e52,2024-08-21,2024-06-25,2023,2024,True,Principal Solution Architect,Progression based on delivery impact.
Consultant DevOps Engineer,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,407edd2a,5e51ba47,2024-06-28,2026-02-05,2016,2017,True,Consultant DevOps Engineer,Progression based on delivery impact.
Senior DevOps Engineer,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,040b8693,1d74c5e4,2025-06-26,2025-07-23,2017,2018,True,Senior DevOps Engineer,Progression based on delivery impact.
Principal DevOps Engineer,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,8702151f,0f0b8616,2025-07-07,2026-02-12,2018,2019,True,Principal DevOps Engineer,Progression based on delivery impact.
Associate Databricks Engineer,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,4f117dd6,4a99f619,2025-07-09,2025-05-07,2019,2020,True,Associate Databricks Engineer,Progression based on delivery impact.
Consultant Databricks Engineer,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,cae588f7,0df2aa4b,2024-12-10,2024-06-30,2020,2021,False,Consultant Databricks Engineer,Progression based on delivery impact.
Senior Databricks Engineer,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,d11f26d7,56858b2f,2024-10-13,2025-11-26,2021,2022,True,Senior Databricks Engineer,Progression based on delivery impact.
Consultant Python Developer,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,e78a440a,e1961e24,2024-11-05,2025-07-10,2018,2019,True,Consultant Python Developer,Progression based on delivery impact.
Senior Python Developer,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,a42b4dfe,63fd9ec1,2024-10-24,2026-03-17,2019,2020,False,Senior Python Developer,Progression based on delivery impact.
Principal Python Developer,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,e1c89c02,0bba64cb,2024-12-31,2025-10-14,2020,2021,True,Principal Python Developer,Progression based on delivery impact.
Associate Scrum Master,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,4a608c3b,0dca8f2d,2024-05-14,2024-07-04,2016,2017,True,Associate Scrum Master,Progression based on delivery impact.
Consultant Scrum Master,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,acc7a750,10e91a6b,2025-11-11,2025-11-16,2017,2018,True,Consultant Scrum Master,Progression based on delivery impact.
Associate MLOps Engineer,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_60641af3,60641af3,cv_60641af3,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,44f61dc3,0278ec7f,2025-03-14,2025-08-24,2016,2017,False,Associate MLOps Engineer,Progression based on delivery impact.
Consultant MLOps Engineer,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_60641af3,60641af3,cv_60641af3,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,18f3d0ef,a4a3f80b,2025-07-25,2025-05-06,2017,2018,True,Consultant MLOps Engineer,Progression based on delivery impact.
Senior MLOps Engineer,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_60641af3,60641af3,cv_60641af3,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,c8278c5c,7d378f0f,2025-01-27,2024-05-25,2018,2019,True,Senior MLOps Engineer,Progression based on delivery impact.
Consultant AWS Engineer,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,0cdc7012,154682df,2025-05-13,2025-10-18,2016,2017,True,Consultant AWS Engineer,Progression based on delivery impact.
Senior AWS Engineer,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,531134e5,3eb2f2f6,2024-11-02,2024-06-13,2017,2018,True,Senior AWS Engineer,Progression based on delivery impact.
Principal AWS Engineer,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,00645151,5ffa2322,2025-06-04,2024-10-23,2018,2019,True,Principal AWS Engineer,Progression based on delivery impact.
Associate Frontend Engineer,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,aa8182ff,ef182a8f,2025-06-06,2025-08-22,2018,2019,True,Associate Frontend Engineer,Progression based on delivery impact.
