Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Attachments,Place of study,Degree,Description
Joe Wilson,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_6963f486,6963f486,cv_6963f486,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,f39041e9,f9f09fed,2023-05-11,2022-08-21,8,2018,4,2018,False,,OU,MSc Data Science,
Pamela Sanchez,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,4104f063,6788bbe5,2022-07-12,2025-09-03,9,2012,4,2015,True,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,8c994a11,6b851716,2025-04-20,2025-12-12,3,2014,11,2018,True,diploma.pdf,KTH,MSc Data Science,
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,9a7972f4,7ffa1e4f,2022-07-10,2025-08-26,3,2008,11,2011,True,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Robert Silva,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,5fe1ad8f,bb41a926,2026-04-01,2025-04-09,3,2017,8,2022,True,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Robert Silva,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,b5ca3cab,654671ab,2022-10-15,2023-01-28,7,2016,4,2021,True,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,e7135ad1,015963af,2023-04-30,2024-03-10,8,2012,8,2012,True,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,3631683e,4a5f390a,2025-02-28,2024-07-30,11,2009,2,2012,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,05103360,fff3df51,2023-09-17,2022-07-18,4,2011,10,2012,False,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
John Foster,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,ead8b3e8,91305fe6,2024-03-10,2023-01-27,2,2019,2,2020,False,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
John Foster,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_aea6210a,aea6210a,cv_aea6210a,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,f6aa1072,cfe09bb1,2025-08-31,2025-01-21,4,2021,10,2023,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,300c8320,24e89e6d,2024-12-15,2024-07-26,1,2018,9,2020,False,,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,36a2067e,409f5b18,2025-04-16,2023-11-03,10,2023,6,2023,True,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,aa46a4e8,ded5bd17,2025-01-17,2023-01-09,9,2012,6,2014,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,111ef521,2fabb1fb,2022-09-20,2023-04-19,8,2018,1,2020,False,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,d1579f39,a715f971,2025-01-30,2022-06-02,7,2012,9,2016,False,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Charles Lewis,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_cec18edd,cec18edd,cv_cec18edd,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,8ba616af,5c48e382,2024-12-26,2024-10-11,2,2021,5,2021,True,diploma.pdf,KTH,MSc Data Science,
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,abe3ea5a,64beaefc,2023-11-17,2023-02-11,11,2016,5,2018,False,diploma.pdf,UiO,BEng Software Eng,
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,ce51b8eb,49b4b1a1,2023-03-18,2026-03-22,3,2018,10,2020,False,,UCL,MSc Data Science,Thesis on scalable data pipelines.
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,9b52bf25,ef5f59ac,2022-09-01,2026-03-28,2,2014,8,2015,True,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,1559c16d,193c964a,2024-01-17,2024-07-07,12,2017,12,2021,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,be7d7915,cd689991,2022-06-24,2024-07-04,3,2017,2,2021,False,diploma.pdf,UiO,MSc Data Science,
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,60f87416,bed3ae54,2022-07-08,2025-05-14,10,2016,10,2016,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,78dd95ae,d07bcd75,2025-03-29,2024-04-14,6,2019,6,2023,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,848d17de,09b1c469,2022-11-07,2022-04-22,2,2017,8,2017,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,25da20ad,ff305914,2026-01-03,2025-04-19,4,2015,8,2017,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,34d9ae82,ed47245e,2024-11-23,2025-02-13,7,2019,12,2023,True,,KTH,MSc Data Science,Thesis on scalable data pipelines.
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,934f6834,d2024a56,2023-07-23,2023-09-04,2,2013,5,2016,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,4964800e,d3675c7c,2025-08-23,2025-03-19,6,2009,9,2009,False,,OU,BEng Software Eng,Thesis on scalable data pipelines.
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,4c168323,0694d60c,2026-03-02,2025-07-08,1,2014,12,2015,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,29caf296,41ce8351,2023-09-04,2023-10-23,9,2020,5,2020,True,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_60641af3,60641af3,cv_60641af3,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,1fc4afde,783e5677,2025-02-11,2023-03-25,4,2011,6,2015,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,87d3bd62,24090d00,2025-07-22,2023-05-09,2,2014,6,2018,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,fe74f84e,c421b760,2026-01-09,2022-07-08,8,2021,8,2022,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,7fc489d0,6d73644d,2024-05-06,2023-03-06,1,2011,11,2011,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,f688b5c5,8d0e717d,2023-12-04,2023-02-21,7,2013,6,2016,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,26af28c2,85894e5d,2024-03-09,2024-12-29,9,2014,12,2018,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,60db056e,c4f3194a,2023-05-10,2024-11-21,8,2014,4,2016,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,cb920335,42d6a5ea,2024-12-20,2026-02-13,9,2022,9,2022,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,7e2fcc83,63b379c7,2026-01-22,2022-07-20,5,2013,8,2016,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_2fe5acea,2fe5acea,cv_2fe5acea,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,91071c60,ec895a14,2025-03-19,2025-10-13,7,2022,12,2022,False,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_2fe5acea,2fe5acea,cv_2fe5acea,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,0eb54e92,b80df7b3,2023-03-14,2024-06-23,7,2023,2,2024,False,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_2fe5acea,2fe5acea,cv_2fe5acea,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,5ac5b71c,2ecff919,2025-04-18,2023-06-12,6,2021,1,2022,False,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,256d7eb5,67f243cc,2025-04-03,2024-10-07,2,2015,11,2019,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,79e80313,225ab4da,2022-11-20,2022-05-21,1,2016,1,2016,False,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,62d35dc1,82461655,2022-11-13,2023-08-17,12,2010,10,2015,False,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,ba0a5c1e,5c068251,2022-05-14,2025-06-27,3,2016,8,2020,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,4d632b5a,91b24931,2023-02-21,2025-06-07,2,2008,7,2008,True,diploma.pdf,OU,MSc Data Science,
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,280e305f,690c8dc3,2025-04-23,2026-01-13,10,2020,3,2022,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,de3ad3eb,5632eefc,2022-05-29,2022-08-08,1,2020,3,2021,True,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_405b1776,405b1776,cv_405b1776,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,54441dcd,7990f196,2024-09-18,2022-07-12,9,2010,10,2014,False,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,d8500ba8,7b609b3f,2026-02-25,2022-07-09,8,2010,4,2015,True,,OU,BEng Software Eng,
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,b4e1c2e3,2f324565,2022-12-12,2024-10-28,12,2011,10,2012,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,71a6d349,b30cf04c,2022-04-25,2022-09-29,3,2022,2,2023,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,a193b9b9,077d87e1,2023-10-11,2024-11-20,4,2021,9,2021,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,15047190,a52fc9b2,2024-12-21,2024-07-04,3,2008,12,2013,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,6881ac5e,83e37530,2025-05-04,2025-03-04,10,2012,1,2017,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Rachel Clark,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_70fe625e,70fe625e,cv_70fe625e,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,8ec00495,75e44f66,2024-11-08,2025-04-28,8,2011,7,2015,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,d0846ec7,8d4359ff,2026-02-17,2023-12-10,10,2016,4,2016,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,8702854c,177d76e2,2024-11-27,2024-08-13,5,2016,7,2020,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,a426bcb4,2fd44ee2,2024-11-21,2024-12-16,7,2019,11,2021,True,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Michelle Cherry,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_b187fb95,b187fb95,cv_b187fb95,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,6fb84125,96a530d4,2024-02-04,2025-09-21,10,2018,7,2021,False,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,e0c138e9,db4423c2,2022-08-22,2022-09-15,7,2013,7,2018,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,eddec487,53329785,2025-01-07,2026-03-25,1,2013,4,2018,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Angel Doyle,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_f58bead8,f58bead8,cv_f58bead8,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,6221f23b,ca8c0ff2,2024-08-19,2025-01-01,8,2011,5,2013,False,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Angel Doyle,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_f58bead8,f58bead8,cv_f58bead8,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,40f0c911,3dbf10b5,2022-05-18,2022-06-05,5,2011,7,2015,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Angel Doyle,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_f58bead8,f58bead8,cv_f58bead8,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,587a1d61,ff38adab,2023-04-01,2023-08-24,3,2023,11,2023,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Martin Galvan,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_0d92bd79,0d92bd79,cv_0d92bd79,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,32a5b741,99ee4d8c,2024-12-24,2025-03-27,11,2015,8,2016,True,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Martin Galvan,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_0d92bd79,0d92bd79,cv_0d92bd79,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,31fa671b,42862b5e,2022-07-13,2024-09-04,7,2015,6,2019,True,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Martin Galvan,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_0d92bd79,0d92bd79,cv_0d92bd79,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,f8240266,6b104597,2023-06-27,2024-09-15,7,2018,1,2023,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Leah Shields,int:Leah Shields,int:Associate .NET Engineer,leah.shields@mail.test,leahshields,ext_2c677b8f,2c677b8f,cv_2c677b8f,603.235.2110x392,914-477-0538x33884,1976,Software Engineering,USA,British,46a6324d,7a6b22c9,2024-09-19,2025-10-03,10,2017,9,2020,False,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Kristin Rodriguez,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_010c0791,010c0791,cv_010c0791,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,2083247b,685f98f1,2026-03-08,2023-01-01,1,2018,11,2023,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Kristin Rodriguez,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_010c0791,010c0791,cv_010c0791,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,af7a974f,1f3ccb39,2025-01-24,2022-10-03,2,2008,10,2013,False,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Kristin Rodriguez,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_010c0791,010c0791,cv_010c0791,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,33de65fd,02f1d3f3,2024-07-30,2024-11-24,4,2023,5,2023,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
