Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Month expire,Year expire
John Leblanc,int:John Leblanc,int:Consultant Analytics Engineer,john.leblanc@mail.test,johnleblanc,ext_1653bebf,1653bebf,cv_1653bebf,001-775-246-9137x3678,521.248.6289x02330,1987,Data Engineering,USA,British,436668ca,e47d29f3,2025-08-10,2026-01-02,8,2024,5,2027
John Leblanc,int:John Leblanc,int:Consultant Analytics Engineer,john.leblanc@mail.test,johnleblanc,ext_1653bebf,1653bebf,cv_1653bebf,001-775-246-9137x3678,521.248.6289x02330,1987,Data Engineering,USA,British,bc63dfad,cc0ddf8d,2025-04-27,2026-03-05,5,2018,9,2019
Scott Callahan,int:Scott Callahan,int:Principal .NET Engineer,scott.callahan@example.org,scottcallahan,ext_facaef0d,facaef0d,cv_facaef0d,705.934.5786x103,+1-272-879-8552x414,1973,Software Engineering,USA,Polish,a9cb3d61,68e2c0ff,2024-06-25,2025-09-12,3,2020,10,2023
Andrea Williams,int:Andrea Williams,int:Principal C# Developer,andrea.williams@mail.test,andreawilliams,ext_b3bb4af8,b3bb4af8,cv_b3bb4af8,2292333346,922.690.3494x4665,1976,Software Engineering,United Kingdom,Polish,2538439c,fbe6d1af,2024-05-16,2024-12-31,7,2020,11,2023
Andrea Williams,int:Andrea Williams,int:Principal C# Developer,andrea.williams@mail.test,andreawilliams,ext_b3bb4af8,b3bb4af8,cv_b3bb4af8,2292333346,922.690.3494x4665,1976,Software Engineering,United Kingdom,Polish,522fa9a6,1cb7de1b,2025-07-22,2024-11-16,4,2018,3,2020
Andrea Williams,int:Andrea Williams,int:Principal C# Developer,andrea.williams@mail.test,andreawilliams,ext_b3bb4af8,b3bb4af8,cv_b3bb4af8,2292333346,922.690.3494x4665,1976,Software Engineering,United Kingdom,Polish,b0c8bd1a,d620c257,2024-07-24,2025-10-16,10,2018,11,2018
Andrea Williams,int:Andrea Williams,int:Principal C# Developer,andrea.williams@mail.test,andreawilliams,ext_b3bb4af8,b3bb4af8,cv_b3bb4af8,2292333346,922.690.3494x4665,1976,Software Engineering,United Kingdom,Polish,90923f9f,7c002a62,2025-11-13,2025-05-25,4,2019,1,2022
Tanya House,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,763f02d7,8b6af731,2024-06-11,2025-06-12,7,2025,7,2025
Tanya House,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,dd210dd0,32534f79,2024-08-09,2025-11-01,6,2022,8,2024
Tanya House,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,abbd5c43,e788fc60,2025-03-24,2024-04-14,6,2016,7,2018
Tanya House,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_9d86af13,9d86af13,cv_9d86af13,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,a710bfdb,6ed2a28b,2025-10-14,2025-03-08,11,2024,2,2027
Melinda Martin,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,4f699e71,6ff16db8,2025-06-24,2025-08-19,2,2019,11,2019
Melinda Martin,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,24ef2e24,8a491dab,2024-09-07,2026-02-14,3,2021,3,2023
Melinda Martin,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,668715b0,10052dc8,2026-01-08,2024-07-29,7,2018,8,2020
Melinda Martin,int:Melinda Martin,int:Senior Full-stack Engineer,melinda.martin@example.com,melindamartin,ext_29289499,29289499,cv_29289499,001-682-951-3534x6554,370-899-9173,1969,Software Engineering,India,British,bdc8f7b2,cf41759a,2026-02-14,2025-06-01,8,2022,12,2024
Richard Brown,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,6b1f089b,6b02fa2a,2025-12-13,2025-06-12,3,2020,3,2023
Richard Brown,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_bcd6dc52,bcd6dc52,cv_bcd6dc52,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,e7f1ddce,e7caf59c,2025-10-27,2025-01-26,6,2022,2,2025
Joseph Bowers,int:Joseph Bowers,int:Senior C# Developer,joseph.bowers@example.com,josephbowers,ext_36394f95,36394f95,cv_36394f95,(848)390-9010x0167,+1-647-423-0461,1995,Software Engineering,India,Polish,eb2f0e0d,1d1408f2,2025-07-25,2026-03-07,7,2020,12,2020
Joseph Bowers,int:Joseph Bowers,int:Senior C# Developer,joseph.bowers@example.com,josephbowers,ext_36394f95,36394f95,cv_36394f95,(848)390-9010x0167,+1-647-423-0461,1995,Software Engineering,India,Polish,08e6ff22,1084dc4f,2025-05-26,2024-12-15,8,2018,7,2021
Susan Cowan,int:Susan Cowan,int:Senior AWS Engineer,susan.cowan@mail.test,susancowan,ext_9adae2f5,9adae2f5,cv_9adae2f5,597-921-8114,247-201-2045x5611,1995,Cloud Engineering,United Kingdom,Swedish,bfc9836e,4dc2e772,2026-01-20,2025-08-23,12,2019,10,2022
Susan Cowan,int:Susan Cowan,int:Senior AWS Engineer,susan.cowan@mail.test,susancowan,ext_9adae2f5,9adae2f5,cv_9adae2f5,597-921-8114,247-201-2045x5611,1995,Cloud Engineering,United Kingdom,Swedish,072bcd38,4541df65,2024-12-16,2025-06-17,9,2019,8,2022
Angela Higgins,int:Angela Higgins,int:Senior Data Engineer,angela.higgins@example.com,angelahiggins,ext_d9fab200,d9fab200,cv_d9fab200,(725)457-9415,366-474-6762,1974,Data Engineering,India,Norwegian,9f6dc825,ca18ee5a,2025-08-17,2024-11-15,12,2025,8,2028
Angela Higgins,int:Angela Higgins,int:Senior Data Engineer,angela.higgins@example.com,angelahiggins,ext_d9fab200,d9fab200,cv_d9fab200,(725)457-9415,366-474-6762,1974,Data Engineering,India,Norwegian,fc2d9371,1074eb41,2025-10-05,2025-07-14,3,2020,3,2023
Angela Higgins,int:Angela Higgins,int:Senior Data Engineer,angela.higgins@example.com,angelahiggins,ext_d9fab200,d9fab200,cv_d9fab200,(725)457-9415,366-474-6762,1974,Data Engineering,India,Norwegian,8a5adac2,5fe379c6,2024-04-25,2026-01-20,9,2020,3,2023
Eric Phillips,int:Eric Phillips,int:Associate AI Engineer,eric.phillips@example.com,ericphillips,ext_d6365856,d6365856,cv_d6365856,001-702-216-9797x296,+1-527-771-6701x45089,1994,AI/ML,USA,Swedish,796f9a53,b9669967,2024-11-03,2025-11-06,2,2018,7,2018
Eric Phillips,int:Eric Phillips,int:Associate AI Engineer,eric.phillips@example.com,ericphillips,ext_d6365856,d6365856,cv_d6365856,001-702-216-9797x296,+1-527-771-6701x45089,1994,AI/ML,USA,Swedish,2fe6e3ca,32653e7b,2024-08-14,2024-07-15,3,2020,9,2023
Eric Phillips,int:Eric Phillips,int:Associate AI Engineer,eric.phillips@example.com,ericphillips,ext_d6365856,d6365856,cv_d6365856,001-702-216-9797x296,+1-527-771-6701x45089,1994,AI/ML,USA,Swedish,f35e84e4,c72183ae,2024-08-31,2024-07-28,8,2025,5,2025
Tanya Riley,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,4e4e1b21,d5207462,2025-02-11,2024-04-10,5,2016,9,2016
Tanya Riley,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,9ab80a4b,f5837426,2025-04-13,2025-02-16,3,2023,2,2023
Tanya Riley,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,4a416585,11d39f7e,2024-09-08,2025-01-23,5,2016,8,2017
Tanya Riley,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_a20bf273,a20bf273,cv_a20bf273,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,88300ca6,396460eb,2024-10-17,2025-02-25,3,2021,9,2023
Amy Adkins,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,34a5e70e,daf26074,2025-03-12,2025-10-22,2,2016,5,2019
Amy Adkins,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,657a032c,fa3d43e8,2025-04-13,2025-02-26,2,2022,10,2023
Amy Adkins,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,d7655531,67f80ea8,2025-01-29,2025-05-14,11,2024,2,2025
Amy Adkins,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_7b9446f6,7b9446f6,cv_7b9446f6,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,f60a275d,f8b603b1,2025-07-08,2025-12-11,1,2021,6,2022
Brian Silva,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,d9f0228a,0ea8747c,2024-11-06,2025-01-27,1,2023,5,2026
Brian Silva,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,7222a22e,e462cc4f,2025-12-08,2025-01-28,8,2016,10,2019
Brian Silva,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,7d6cdb92,fb6ba554,2025-10-31,2024-05-24,3,2016,4,2017
Brian Silva,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_d4562206,d4562206,cv_d4562206,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,f0fabf3a,51330105,2024-11-16,2026-03-03,7,2018,7,2020
Wesley Farrell,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_b4447e23,b4447e23,cv_b4447e23,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,bab6b08c,6161bfc0,2026-01-20,2025-09-02,11,2024,8,2026
Eric Yu,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,84b81c29,4a741e61,2025-09-09,2025-05-03,12,2018,5,2019
Eric Yu,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,aa0b0084,527a0a97,2025-10-19,2024-08-09,6,2017,1,2019
Eric Yu,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_94171369,94171369,cv_94171369,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,25b41e46,f7764594,2024-09-01,2025-02-02,6,2024,4,2026
Christopher Lopez,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,42e1f987,76fa11fd,2025-06-10,2026-02-13,6,2018,6,2018
Christopher Lopez,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,72926164,cc964987,2025-05-15,2026-01-04,1,2020,12,2020
Christopher Lopez,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,491a89bc,9ed804f8,2024-06-14,2025-03-09,12,2022,7,2022
Christopher Lopez,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_3efe4f77,3efe4f77,cv_3efe4f77,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,2abd0397,cca8ef51,2024-10-25,2026-02-17,6,2024,10,2026
Brooke Leonard,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,f6a2222b,63b504f4,2025-08-30,2024-08-18,3,2020,11,2020
Brooke Leonard,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,f852e4f0,a92e968b,2024-07-01,2024-10-27,6,2024,4,2025
Brooke Leonard,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,04c79656,3d9fb1b9,2024-11-19,2026-02-05,3,2021,3,2021
Brooke Leonard,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_ff14b358,ff14b358,cv_ff14b358,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,65b3ad2c,733a8eef,2024-09-25,2025-02-28,2,2022,7,2022
Joe Wilson,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_6963f486,6963f486,cv_6963f486,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,12bb119c,9d618112,2024-05-20,2024-04-16,9,2025,3,2025
Pamela Sanchez,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,7d4398fc,3211ef5b,2024-07-22,2025-02-24,10,2024,6,2027
Pamela Sanchez,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_fdc1b314,fdc1b314,cv_fdc1b314,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,0f0d9001,25a00e98,2024-05-26,2025-12-28,11,2025,12,2028
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,3428af94,b96f05ce,2025-07-13,2024-05-12,2,2021,9,2022
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,641563b2,63fe21c2,2026-01-23,2025-05-15,7,2017,4,2018
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,0fc41c87,1100a6e8,2025-03-02,2024-06-18,4,2022,5,2024
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_7a2b38f4,7a2b38f4,cv_7a2b38f4,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,47082143,d0533a0f,2025-06-18,2024-12-12,10,2019,12,2021
Robert Silva,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_277f36a8,277f36a8,cv_277f36a8,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,fcc7e032,dd32b97c,2025-06-06,2024-06-14,1,2019,3,2022
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,0360f47c,fe271936,2025-04-19,2025-02-22,9,2020,7,2020
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,1c5b7607,65406d82,2025-04-10,2025-02-19,2,2021,9,2021
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_a896d57c,a896d57c,cv_a896d57c,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,83e52831,52f84acc,2024-08-01,2025-03-07,7,2016,5,2016
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,51734924,8d249eec,2024-11-14,2025-01-20,8,2024,7,2024
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_33036e24,33036e24,cv_33036e24,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,b7834c42,676666c9,2024-12-07,2024-09-23,12,2017,3,2020
Emily Evans,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,0ca56ee0,e2c85395,2025-08-14,2026-03-17,12,2023,8,2025
Emily Evans,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_b1351b18,b1351b18,cv_b1351b18,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,b6d8ede0,faa593c3,2025-11-01,2024-12-22,9,2016,10,2019
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_c7c19af4,c7c19af4,cv_c7c19af4,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,98967567,ef264b9b,2026-03-22,2025-12-10,8,2019,10,2022
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,9d246c36,3cfd8673,2025-02-23,2025-03-18,10,2020,3,2020
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,ddb7e495,6c69ff60,2025-03-19,2024-06-04,8,2020,7,2022
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,3d36e70c,32655e50,2024-04-24,2024-09-21,9,2025,9,2027
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_afa87769,afa87769,cv_afa87769,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,344b1406,abbc3640,2025-01-25,2024-09-05,4,2024,5,2026
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_6300b7d3,6300b7d3,cv_6300b7d3,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,30ac3a58,83bf7e9c,2026-03-11,2024-05-20,12,2024,7,2026
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,fa5e1518,72044636,2024-08-22,2025-04-06,6,2023,6,2026
Joseph Mahoney,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_a150c29e,a150c29e,cv_a150c29e,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,198cfa13,265c3a5e,2026-01-26,2025-04-18,4,2024,11,2027
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,a989390f,983bb695,2024-12-09,2024-06-14,10,2025,3,2025
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,dcb3c26d,2885cb73,2026-01-08,2025-09-23,6,2022,11,2022
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_f4de5ca8,f4de5ca8,cv_f4de5ca8,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,fe177234,5b617cf7,2025-10-20,2024-11-27,3,2019,7,2020
Mike Moore,int:Mike Moore,int:Associate Python Developer,mike.moore@mail.test,mikemoore,ext_5da5dfaf,5da5dfaf,cv_5da5dfaf,+1-484-325-7991x366,9382862912,1989,Data Engineering,USA,Danish,be4e549d,3d489685,2024-04-05,2024-06-26,2,2022,10,2024
Mike Moore,int:Mike Moore,int:Associate Python Developer,mike.moore@mail.test,mikemoore,ext_5da5dfaf,5da5dfaf,cv_5da5dfaf,+1-484-325-7991x366,9382862912,1989,Data Engineering,USA,Danish,153e9716,ef17af08,2025-09-04,2024-08-20,10,2023,8,2026
Mike Moore,int:Mike Moore,int:Associate Python Developer,mike.moore@mail.test,mikemoore,ext_5da5dfaf,5da5dfaf,cv_5da5dfaf,+1-484-325-7991x366,9382862912,1989,Data Engineering,USA,Danish,f11e56fe,119d38ab,2024-05-07,2024-04-22,9,2023,7,2025
Mike Moore,int:Mike Moore,int:Associate Python Developer,mike.moore@mail.test,mikemoore,ext_5da5dfaf,5da5dfaf,cv_5da5dfaf,+1-484-325-7991x366,9382862912,1989,Data Engineering,USA,Danish,8e09424c,64357ee1,2025-06-05,2024-11-08,10,2022,2,2022
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,68fddf33,500c682b,2025-07-05,2026-02-23,6,2019,10,2022
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,26826b05,6faab56a,2024-06-18,2024-07-10,2,2025,8,2027
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_11603566,11603566,cv_11603566,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,1e600593,d64ff508,2024-11-22,2025-05-15,2,2017,7,2018
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,a71c442a,e3c38f31,2025-02-05,2026-02-11,5,2016,3,2016
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_886c1ea3,886c1ea3,cv_886c1ea3,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,e6ce4d51,b7b1ac75,2025-12-21,2025-03-07,1,2025,3,2028
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,0307ce05,05385670,2025-01-29,2024-11-28,7,2025,3,2028
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,8c0884db,7d066ecb,2025-08-27,2025-10-06,9,2019,3,2022
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,0220ece4,90b6a850,2025-09-11,2026-01-27,4,2023,10,2026
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,26c922e1,c6cb33d5,2025-05-27,2025-09-17,9,2018,7,2018
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,911d89cf,bf2bfcb0,2025-01-18,2024-12-05,1,2016,9,2019
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,38111b8a,b528b848,2025-12-01,2025-03-20,7,2023,7,2023
