Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Highlighted,Is official masterdata (in #{lang}),Language,Level
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5e9e5de3,5e9e5de3,cv_5e9e5de3,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,71c8d4d8,31af1917,2024-11-29,2025-02-23,False,int:No,English,Intermediate
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,bbe8e547,bfc4190c,2024-08-16,2025-12-26,True,int:Yes,Polish,Fluent
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_7ef9cf65,7ef9cf65,cv_7ef9cf65,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,aadf8a68,7030c531,2025-11-21,2025-03-23,False,int:No,Swedish,Intermediate
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_1d574941,1d574941,cv_1d574941,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,35606842,cfdd054a,2026-01-12,2025-02-06,False,int:Yes,Norwegian,Fluent
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,b572197e,0a49822c,2024-12-16,2025-12-12,False,int:Yes,Danish,Fluent
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,54e6739e,cc81277d,2025-09-05,2024-12-07,False,int:Yes,Polish,Native
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_657d64d8,657d64d8,cv_657d64d8,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,4af38858,abf8d20f,2025-10-22,2024-06-24,False,int:Yes,Swedish,Native
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_60641af3,60641af3,cv_60641af3,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,ed19dfc9,56dd840c,2025-11-05,2025-01-16,True,int:Yes,Norwegian,Fluent
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,03dca972,71536b08,2025-03-15,2025-10-02,False,int:No,Norwegian,Native
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_f6efadd2,f6efadd2,cv_f6efadd2,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,e9dce4a2,82418623,2024-09-28,2025-02-18,True,int:Yes,Danish,Native
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,07a04780,ff9d1648,2025-05-31,2026-01-14,False,int:No,English,Intermediate
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,456c1d97,8a7fd294,2024-07-09,2025-02-09,True,int:No,Norwegian,Fluent
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_30185869,30185869,cv_30185869,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,e09f32e6,cbf9f785,2025-09-14,2024-06-24,True,int:No,Swedish,Professional
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_a2349b67,a2349b67,cv_a2349b67,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,39a49d09,c607e52d,2025-07-08,2025-12-09,False,int:Yes,Polish,Fluent
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_a2349b67,a2349b67,cv_a2349b67,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,aaed178b,e0998b80,2025-12-26,2025-06-01,False,int:No,Danish,Native
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_a2349b67,a2349b67,cv_a2349b67,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,9f6e2218,741e2d3b,2025-03-11,2026-01-06,False,int:No,Swedish,Fluent
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,2862a0eb,85e741ef,2024-07-03,2025-06-16,False,int:Yes,Norwegian,Professional
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,5df47498,547e68b7,2025-06-20,2024-07-12,False,int:No,Danish,Intermediate
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_095d8aba,095d8aba,cv_095d8aba,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,cc704365,5d5ba7bc,2025-10-27,2025-04-05,False,int:Yes,Polish,Professional
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_2fe5acea,2fe5acea,cv_2fe5acea,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,c4de1d71,310a2c68,2026-03-29,2025-04-20,True,int:Yes,Swedish,Fluent
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_2fe5acea,2fe5acea,cv_2fe5acea,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,c6e1bdc9,6f79baae,2025-05-11,2025-12-14,False,int:Yes,Polish,Native
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_2fe5acea,2fe5acea,cv_2fe5acea,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,51858d42,5aaa0412,2025-02-01,2024-09-25,True,int:Yes,Norwegian,Fluent
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_82750495,82750495,cv_82750495,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,5c29cd17,47a7132d,2025-07-16,2026-01-06,True,int:No,Swedish,Intermediate
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_82750495,82750495,cv_82750495,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,0eb29785,64ae1d97,2026-02-16,2025-02-27,False,int:Yes,English,Native
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_82750495,82750495,cv_82750495,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,a83c529c,a0dd0976,2025-05-12,2025-10-24,False,int:No,Danish,Native
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,1da30c90,de395cbb,2024-11-02,2024-12-09,True,int:Yes,English,Native
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_9ea4028d,9ea4028d,cv_9ea4028d,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,6e28da62,556448be,2025-12-28,2025-12-12,True,int:Yes,Polish,Professional
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,25cd4a84,4c97975c,2024-06-10,2024-11-06,True,int:No,Swedish,Professional
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,204b86af,c2706bfe,2025-04-05,2024-04-08,True,int:Yes,Polish,Fluent
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,d89cd57f,127b2e5f,2025-07-03,2025-05-13,False,int:Yes,Danish,Native
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_1470ba4f,1470ba4f,cv_1470ba4f,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,85c630e5,fcb0cc66,2024-11-24,2025-08-04,True,int:No,Norwegian,Intermediate
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_1470ba4f,1470ba4f,cv_1470ba4f,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,0f5fcb7c,14ba9b0f,2024-07-02,2025-04-14,True,int:Yes,English,Professional
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_405b1776,405b1776,cv_405b1776,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,b456b120,f998f302,2025-01-29,2024-06-15,False,int:Yes,Danish,Professional
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,71078c24,8c36fa27,2024-04-21,2025-06-28,True,int:Yes,English,Native
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,a065e031,319aba6d,2024-07-01,2025-04-14,False,int:Yes,English,Native
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,e10344bf,fed54f6a,2024-10-15,2026-02-20,False,int:No,Polish,Intermediate
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,9b1a34a5,9ba95b19,2024-06-13,2025-06-23,False,int:Yes,Swedish,Fluent
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_932e5ed2,932e5ed2,cv_932e5ed2,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,c00b0d20,8b46778e,2024-05-22,2024-11-08,False,int:Yes,Norwegian,Fluent
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_932e5ed2,932e5ed2,cv_932e5ed2,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,218066ee,1ddedd3b,2024-09-18,2024-07-23,True,int:Yes,Polish,Professional
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_932e5ed2,932e5ed2,cv_932e5ed2,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,df257d53,a2375fa7,2024-08-24,2024-09-06,True,int:No,English,Professional
Kyle Nolan,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_ea30a78b,ea30a78b,cv_ea30a78b,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,20ccecdd,cc4b559e,2025-09-09,2024-12-17,True,int:Yes,Danish,Intermediate
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,a7271b03,0711cfb4,2024-07-22,2025-10-08,True,int:Yes,English,Intermediate
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,8cce8a99,22c45698,2025-07-26,2024-10-16,True,int:No,Swedish,Intermediate
Rachel Clark,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_70fe625e,70fe625e,cv_70fe625e,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,496c62cf,2b86ea02,2024-07-27,2024-07-22,True,int:No,Danish,Professional
John Garcia,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_5bfd9c00,5bfd9c00,cv_5bfd9c00,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,02e0d70f,1b32ecda,2025-08-25,2026-03-02,True,int:No,Swedish,Native
John Garcia,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_5bfd9c00,5bfd9c00,cv_5bfd9c00,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,ff57162b,226100e2,2024-06-08,2025-08-13,True,int:Yes,English,Native
John Garcia,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_5bfd9c00,5bfd9c00,cv_5bfd9c00,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,65500a83,15f74832,2025-04-28,2024-09-15,True,int:Yes,Danish,Professional
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,4f074253,3a1dad2e,2024-06-17,2025-11-14,False,int:No,Swedish,Professional
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,24fbf8c6,701f6863,2025-03-30,2025-05-23,False,int:No,Danish,Native
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,038ca972,26126c48,2025-01-07,2025-09-16,False,int:No,English,Professional
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,d6144fac,61e2f885,2024-05-11,2025-01-30,True,int:Yes,Polish,Fluent
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,ddfd08c4,f677556a,2026-02-19,2026-01-20,True,int:No,Swedish,Professional
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,cf15835a,2d94ffc7,2024-05-02,2025-12-10,False,int:No,English,Fluent
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,1faeb0ed,f90a338b,2024-10-29,2024-09-11,False,int:Yes,Norwegian,Native
Michelle Cherry,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_b187fb95,b187fb95,cv_b187fb95,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,188562ec,b76a17c7,2025-05-27,2024-07-11,False,int:No,Swedish,Intermediate
Michelle Cherry,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_b187fb95,b187fb95,cv_b187fb95,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,e10b3789,1521d5b5,2025-04-03,2025-01-07,False,int:No,Polish,Fluent
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,fddc1e58,437b7c8b,2024-06-19,2024-10-11,False,int:No,English,Fluent
Angel Doyle,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_f58bead8,f58bead8,cv_f58bead8,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,9abc3a3f,d633ffa2,2025-05-15,2025-01-16,True,int:No,Danish,Native
Angel Doyle,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_f58bead8,f58bead8,cv_f58bead8,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,4cadd247,d34ae057,2026-01-31,2025-06-12,False,int:Yes,Norwegian,Professional
Angel Doyle,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_f58bead8,f58bead8,cv_f58bead8,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,2a8caaf9,addd7463,2025-04-03,2024-07-16,True,int:No,Polish,Intermediate
Martin Galvan,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_0d92bd79,0d92bd79,cv_0d92bd79,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,0587bc6d,a3b027cb,2025-08-09,2025-08-22,False,int:Yes,Polish,Native
Martin Galvan,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_0d92bd79,0d92bd79,cv_0d92bd79,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,26389f75,bd80ef30,2025-05-25,2025-10-18,True,int:No,Norwegian,Native
Martin Galvan,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_0d92bd79,0d92bd79,cv_0d92bd79,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,d02650e5,2f37d16d,2024-07-11,2024-08-03,True,int:Yes,Danish,Fluent
Leah Shields,int:Leah Shields,int:Associate .NET Engineer,leah.shields@mail.test,leahshields,ext_2c677b8f,2c677b8f,cv_2c677b8f,603.235.2110x392,914-477-0538x33884,1976,Software Engineering,USA,British,56d44b68,d733051c,2025-11-19,2024-10-27,True,int:Yes,Swedish,Professional
Lisa Adams,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_46530ddb,46530ddb,cv_46530ddb,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,British,247ad3fd,383d6ef4,2025-12-01,2025-10-07,True,int:Yes,Norwegian,Fluent
Lisa Adams,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_46530ddb,46530ddb,cv_46530ddb,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,British,f560b048,fce5bd39,2025-04-22,2025-08-27,True,int:Yes,English,Fluent
Lisa Adams,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_46530ddb,46530ddb,cv_46530ddb,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,British,03f82021,274945d0,2025-08-16,2025-11-04,False,int:No,Polish,Professional
Kristin Rodriguez,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_010c0791,010c0791,cv_010c0791,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,2d5a85bf,32982f6a,2025-12-21,2025-09-13,False,int:No,English,Native
Kristin Rodriguez,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_010c0791,010c0791,cv_010c0791,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,58b14e71,54e394c9,2025-04-02,2025-04-23,False,int:Yes,Swedish,Professional
Monica Garrison,int:Monica Garrison,int:Principal Oracle Engineer,monica.garrison@example.org,monicagarrison,ext_e5244e85,e5244e85,cv_e5244e85,+1-543-825-6216,492.564.9578,1971,Cloud Engineering,United Kingdom,British,2b08c930,a39013bc,2025-10-28,2024-08-23,False,int:No,Norwegian,Native
Monica Garrison,int:Monica Garrison,int:Principal Oracle Engineer,monica.garrison@example.org,monicagarrison,ext_e5244e85,e5244e85,cv_e5244e85,+1-543-825-6216,492.564.9578,1971,Cloud Engineering,United Kingdom,British,4e495844,0cfb7efe,2024-08-26,2024-04-15,True,int:Yes,Swedish,Fluent
Jeffrey Velasquez,int:Jeffrey Velasquez,int:Lead Data Architect,jeffrey.velasquez@example.org,jeffreyvelasquez,ext_b1f8c8f1,b1f8c8f1,cv_b1f8c8f1,+1-729-383-2482x6292,+1-881-625-2056,1993,Architecture,Ireland,British,f0e2b187,e904de31,2025-09-04,2024-05-22,True,int:Yes,Swedish,Fluent
Steven Torres,int:Steven Torres,int:Associate AWS Engineer,steven.torres@example.org,steventorres,ext_d2d1f5ee,d2d1f5ee,cv_d2d1f5ee,542.531.2209x949,705.417.2897,1993,Cloud Engineering,Australia,Norwegian,8a7f9032,1c5e3fb4,2026-01-07,2024-11-02,False,int:Yes,English,Fluent
Laura Perez,int:Laura Perez,int:Principal DevOps Engineer,laura.perez@example.com,lauraperez,ext_c6b4a7c7,c6b4a7c7,cv_c6b4a7c7,(577)522-3306x0463,827-297-5736,1991,Cloud Engineering,United Kingdom,Polish,22c32272,43d1ef57,2025-03-04,2026-02-07,True,int:No,Swedish,Fluent
Laura Perez,int:Laura Perez,int:Principal DevOps Engineer,laura.perez@example.com,lauraperez,ext_c6b4a7c7,c6b4a7c7,cv_c6b4a7c7,(577)522-3306x0463,827-297-5736,1991,Cloud Engineering,United Kingdom,Polish,017468d2,d041d34e,2024-06-06,2026-01-03,True,int:Yes,Polish,Intermediate
Andrew Lee,int:Andrew Lee,int:Consultant AWS Engineer,andrew.lee@example.com,andrewlee,ext_e6bc2ef7,e6bc2ef7,cv_e6bc2ef7,+1-965-969-9988x081,2385860868,1999,Cloud Engineering,Ireland,Danish,ef0dd629,6369b7c7,2025-09-29,2025-10-14,False,int:No,English,Native
Andrew Lee,int:Andrew Lee,int:Consultant AWS Engineer,andrew.lee@example.com,andrewlee,ext_e6bc2ef7,e6bc2ef7,cv_e6bc2ef7,+1-965-969-9988x081,2385860868,1999,Cloud Engineering,Ireland,Danish,f134455b,b13823d9,2024-05-03,2026-02-08,True,int:Yes,Swedish,Professional
Andrew Lee,int:Andrew Lee,int:Consultant AWS Engineer,andrew.lee@example.com,andrewlee,ext_e6bc2ef7,e6bc2ef7,cv_e6bc2ef7,+1-965-969-9988x081,2385860868,1999,Cloud Engineering,Ireland,Danish,994cfe93,661f1fef,2025-08-15,2025-03-09,True,int:Yes,Polish,Intermediate
Mark Lin,int:Mark Lin,int:Principal AWS Engineer,mark.lin@mail.test,marklin,ext_7fae4a00,7fae4a00,cv_7fae4a00,976-944-7264x9082,781-929-8266,1970,Cloud Engineering,United Kingdom,Danish,eec91665,bdb9c6eb,2025-08-19,2024-09-11,False,int:No,Norwegian,Fluent
Mark Lin,int:Mark Lin,int:Principal AWS Engineer,mark.lin@mail.test,marklin,ext_7fae4a00,7fae4a00,cv_7fae4a00,976-944-7264x9082,781-929-8266,1970,Cloud Engineering,United Kingdom,Danish,87310732,853c9005,2024-06-01,2025-02-01,True,int:Yes,Danish,Fluent
Mark Lin,int:Mark Lin,int:Principal AWS Engineer,mark.lin@mail.test,marklin,ext_7fae4a00,7fae4a00,cv_7fae4a00,976-944-7264x9082,781-929-8266,1970,Cloud Engineering,United Kingdom,Danish,fa1d707b,1115834c,2025-03-14,2026-03-07,False,int:Yes,English,Native
Tammy Ramirez,int:Tammy Ramirez,int:Principal Kubernetes Engineer,tammy.ramirez@example.com,tammyramirez,ext_f047cc90,f047cc90,cv_f047cc90,4273937145,417-851-8689,1979,Cloud Engineering,USA,British,e55e4c72,d57a350a,2025-11-15,2025-08-21,True,int:No,Danish,Native
Tammy Ramirez,int:Tammy Ramirez,int:Principal Kubernetes Engineer,tammy.ramirez@example.com,tammyramirez,ext_f047cc90,f047cc90,cv_f047cc90,4273937145,417-851-8689,1979,Cloud Engineering,USA,British,f904066f,ed3341f9,2024-10-11,2025-12-23,True,int:No,English,Professional
Darlene Ross,int:Darlene Ross,int:Principal Data Platform Engineer,darlene.ross@mail.test,darleneross,ext_2d2945a9,2d2945a9,cv_2d2945a9,+1-460-225-9222,(944)974-2123x09407,1996,Data Engineering,United Kingdom,Norwegian,e8eaf3b6,f76fe765,2025-01-14,2025-10-04,True,int:No,English,Fluent
Tina Herrera,int:Tina Herrera,int:Consultant .NET Engineer,tina.herrera@example.com,tinaherrera,ext_334b7609,334b7609,cv_334b7609,+1-809-973-3977,599-203-8498,2000,Software Engineering,Ireland,British,e5e73bd8,5e3e4eb2,2025-12-12,2024-08-24,False,int:No,English,Intermediate
Sheila Wilson,int:Sheila Wilson,int:Consultant Oracle Engineer,sheila.wilson@mail.test,sheilawilson,ext_f00587b9,f00587b9,cv_f00587b9,(620)750-2099,401-962-2499,1969,Cloud Engineering,USA,Polish,4b05f32d,d425b7a9,2025-08-13,2025-06-23,True,int:Yes,Norwegian,Native
Tara White,int:Tara White,int:Consultant Backend Engineer,tara.white@example.org,tarawhite,ext_0df3d133,0df3d133,cv_0df3d133,001-695-901-4556x1681,(214)358-6833,2002,Software Engineering,United Kingdom,Polish,e01b1131,b08c43bf,2025-03-12,2025-09-30,False,int:Yes,Danish,Native
Tara White,int:Tara White,int:Consultant Backend Engineer,tara.white@example.org,tarawhite,ext_0df3d133,0df3d133,cv_0df3d133,001-695-901-4556x1681,(214)358-6833,2002,Software Engineering,United Kingdom,Polish,eafe28aa,ecaa9cb3,2025-09-04,2024-05-24,True,int:No,Polish,Intermediate
